,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,平均趋向指数,平均趋向指数的趋向指数,阿隆指标down,阿隆指标up,顺势指标,钱德动量摆动指标,动向指标或趋向指标,资金流量指标,下升动向值,上升动向值 DMI,上升动向值,价格震荡百分比指数,变动率指标,相对强弱指数,终极波动指标,威廉指标,累积/派发线,震荡指标,能量潮,真实波动幅度均值,归一化波动幅度均值,真正的范围,加权收盘价,希尔伯特变换-主导周期,两只乌鸦,三只乌鸦,三内部上涨和下跌,三线打击,三外部上涨和下跌,南方三星,三个白兵,弃婴,大敌当前,捉腰带线,脱离,收盘缺影线,藏婴吞没,反击线,乌云压顶,十字,十字星,蜻蜓十字/T形十字,吞噬模式,十字暮星,暮星,向上/下跳空并列阳线,墓碑十字/倒T十字,锤头,上吊线,母子线,十字孕线,风高浪大线,陷阱,修正陷阱,家鸽,三胞胎乌鸦,颈内线,倒锤头,反冲形态,由较长缺影线决定的反冲形态,梯底,长脚十字,长蜡烛,光头光脚/缺影线,相同低价,铺垫,十字晨星,晨星,颈上线,刺透形态,黄包车夫,上升/下降三法,分离线,射击之星,短蜡烛,纺锤,停顿形态,条形三明治,探水竿,跳空并列阴阳线,插入,三星,奇特三河床,向上跳空的两只乌鸦,上升/下降跳空三法,elapsed,aroon_up_dates,aloon_shift-1,days_in_position
2460,600833.SH,20120202,7.38,7.48,7.24,7.48,7.33,0.15,2.05,49056.1,36190.719,30.943396828272306,38.54530775561017,72.0,0.0,69.44388811002128,-4.689593262956636,14.329132197125196,67.67341909972194,28.666328222235776,1.592397650941168,0.8800000000000008,-0.609519782968367,13.333333333333352,47.65520336852168,56.52140827626096,-19.54887218045111,6604107.98077205,22008.251808954403,7137648.14,0.3967815078064763,5.304565612386047,0.2400000000000002,7.42,29.58688708206855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0.0,
2459,600833.SH,20120203,7.48,7.75,7.43,7.65,7.48,0.17,2.27,76403.45,58417.131,28.984812498495565,36.74569612111474,70.0,0.0,137.08513708513726,1.0977818567710609,3.523216211398009,68.5628519689858,26.99181968315813,1.4786549615882274,0.4500000000000002,0.02917617102573,6.25,50.548890928385525,59.81554240154805,-9.090909090909062,6632759.27452205,35170.872287948616,7214051.59,0.391297114391728,5.114994959368993,0.3200000000000003,7.62,28.598984844145885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
2458,600833.SH,20120206,7.65,7.73,7.56,7.7,7.65,0.05,0.65,55039.62,42040.773,27.166127049417167,35.07462817479756,68.0,0.0,139.58608542492308,2.799749390675541,3.523216211398012,67.01392516588662,26.118939831839285,1.373036750046211,0.1900000000000004,0.3062976930298485,2.5299600532623145,51.39987469533778,60.53634255881448,-4.545454545454531,6668373.146286756,48689.91511012986,7269091.21,0.3754901776494618,4.876495813629374,0.1700000000000008,7.672499999999999,27.662543000454463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
2457,600833.SH,20120207,7.7,7.7,7.38,7.41,7.7,-0.29,-3.77,49669.74,37371.998,25.94664336700708,33.627239623597724,66.0,0.0,72.07435572454602,-7.177507252322241,10.093355495675922,69.5784735573816,27.972669709300007,1.4549626964714817,-0.0099999999999997,0.7071458953639914,-0.1347708894878674,46.411246373838885,52.03650003082918,-30.909090909090907,6628016.482536756,36953.3200614648,7219421.47,0.3715265935316431,5.013854163719881,0.3200000000000003,7.475,26.825279694859635,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
2456,600833.SH,20120208,7.39,7.65,7.33,7.65,7.41,0.24,3.24,53024.09,39899.923,24.942480756603555,32.570323927592426,64.0,0.0,86.88387635756074,1.355278947446185,11.888366821357836,69.00986287803879,27.205412877747182,1.4010367895806612,0.08,1.8523442346896768,1.0568031704095038,50.67763947372309,60.875628302805296,-9.090909090909062,6681040.572536755,45663.89435415063,7272445.56,0.3678461225650972,4.808446046602579,0.3200000000000003,7.57,25.969452034867047,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
2455,600833.SH,20120209,7.65,7.95,7.56,7.83,7.65,0.18,2.35,102915.27,79930.645,23.224918379339613,31.45794143520141,62.0,0.0,137.21185510428077,7.315215072496866,0.8966074749083878,79.73002693026538,25.15396046928775,1.3009627331820426,0.6799999999999997,2.4874300686923254,9.510489510489515,53.65760753624843,62.23047662221318,-9.23076923076924,6720623.368690602,57670.57403609529,7375360.829999999,0.369428542381876,4.7181167609435,0.3900000000000005,7.7925,25.079904299275533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
2454,600833.SH,20120210,7.77,7.97,7.7,7.76,7.83,-0.07,-0.89,70871.18,55386.928,21.68763877384069,30.34979223063745,60.0,0.0,128.2316219997844,4.666794824045942,1.7030039023546333,85.08142250158117,23.8150794051346,1.2080368236690395,1.09,3.0167469603123145,16.34182908545727,52.333397412022975,61.21832866749168,-16.279069767441857,6681250.490912824,44811.88424613606,7304489.649999999,0.3623265036403134,4.669155974746307,0.2699999999999996,7.797499999999999,24.26546397410156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,-100,-100,-100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,6.0,
2453,600833.SH,20120213,7.74,7.94,7.6,7.86,7.76,0.1,1.29,64203.64,50244.349,20.321806586374034,29.231531871540355,58.0,6.0,107.10259301014632,8.153961236448902,2.565988149307544,76.9602224405648,24.191867694181425,1.2217484791212516,0.6900000000000004,3.4558203289754257,9.623430962343104,54.07698061822445,59.389890566368805,-10.476190476190425,6715240.653265765,46292.7551492583,7368693.289999999,0.360731753380291,4.589462511199631,0.3400000000000007,7.814999999999999,23.568854749699742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,
2452,600833.SH,20120214,7.85,7.94,7.71,7.93,7.86,0.07,0.89,60407.42,47396.434,19.053533840869285,28.217155743348364,56.0,4.0,110.3975535168194,10.61862805518836,2.5659881493075423,77.49673415755785,23.060835048730937,1.1344807306125908,0.92,3.7092455504806896,13.124108416547786,55.30931402759418,63.02474206056689,-3.809523809523813,6770395.25413533,60239.32487273682,7429100.709999999,0.3513937709959846,4.431195094526919,0.2300000000000004,7.877499999999999,22.997559216159512,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,
2451,600833.SH,20120215,7.9,8.47,7.87,8.26,7.93,0.33,4.16,121044.5,99554.918,19.011828999719647,27.58808805593096,54.0,2.0,182.16468896080588,21.335697990194443,18.46966606477432,83.83591557003062,20.38355517808537,1.0534463927116915,1.16,4.28158517899459,16.338028169014084,60.66784899509723,62.4042946040795,-15.328467153284722,6806708.60413533,72022.68522572983,7550145.209999999,0.3691513587819858,4.469144779442927,0.6000000000000005,8.215,22.589270467452916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
2450,600833.SH,20120216,8.25,8.34,8.05,8.17,8.26,-0.09,-1.09,67030.15,54870.339,18.973103075794985,26.811268093536867,52.0,0.0,147.1748579070547,17.208076729012582,18.46966606477432,76.35499712554629,19.221977547465134,0.9782002218037136,0.8399999999999999,4.55700798838085,11.459754433833558,58.60403836450628,64.05470088982696,-21.897810218978137,6795151.681721536,66618.43139977194,7483115.059999999,0.3634976902975581,4.449176135833025,0.2899999999999991,8.182500000000001,22.33956579115569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0.0,
2449,600833.SH,20120217,8.14,8.24,7.94,8.1,8.17,-0.07,-0.86,49518.49,40005.492,18.539044859851675,26.068395829390305,50.0,0.0,102.3510466988727,13.96088977547742,12.896288052588648,70.8197081404601,20.263354127759808,1.018328777389163,0.8099999999999996,4.527764919680046,11.111111111111116,56.98044488773871,61.25827105106743,-27.007299270073045,6798452.914388203,59401.77146493178,7433596.569999998,0.3589621409905897,4.431631370254195,0.2999999999999998,8.094999999999999,22.226478281478744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0.0,
2448,600833.SH,20120220,8.2,8.25,8.01,8.02,8.1,-0.08,-0.99,54656.35,44570.019,18.164515187080543,25.192966185797463,48.0,0.0,91.6691227036049,10.20320279084232,13.295629441055882,68.60648515033952,19.27217972096994,0.9455910075756512,0.7399999999999993,4.367287890392597,10.16483516483515,55.10160139542116,56.16804068129626,-34.61538461538468,6748351.260221536,35107.905032655224,7378940.219999999,0.3504648452055476,4.369885850443237,0.2400000000000002,8.075,22.288877770054324,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
2447,600833.SH,20120221,8.0,8.09,7.86,8.08,8.02,0.06,0.75,51943.43,41478.448,17.258729938446702,24.101063383359502,46.0,0.0,57.83158118296653,12.5326699163807,5.483521706206716,63.11537972820226,21.48014122307019,1.0280487927488189,0.75,4.3740151476645766,10.231923601637115,56.26633495819034,61.97148769319261,-31.707317073170767,6795777.870221537,37068.16239830013,7430883.6499999985,0.3418602134051513,4.230943235212268,0.2299999999999995,8.0275,22.51773069253456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,6.0,
2446,600833.SH,20120222,8.09,8.25,8.05,8.23,8.08,0.15,1.86,68669.4,55989.59,16.913142720177586,22.948977609336573,44.0,6.0,93.55877616747146,18.242805386885223,12.420508882679057,64.09572466597785,20.55510694827421,0.9546167361239032,0.75,4.574997889761389,10.026737967914446,59.121402693442604,61.8347004424248,-21.052631578947377,6850713.390221537,51979.73655712791,7499553.049999999,0.331727341019069,4.030708882370218,0.1999999999999993,8.190000000000001,22.881099665179683,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,
2445,600833.SH,20120223,8.24,8.38,8.15,8.31,8.23,0.08,0.97,79771.81,65947.576,16.96973800461646,22.06793252701681,42.0,4.0,106.40748740100776,21.19757441863521,17.705476702321832,64.47197308149364,19.51433182839092,0.8864298264007672,0.6600000000000001,5.088904574636421,8.627450980392148,60.59878720931761,59.73315801417887,-14.035087719298252,6881928.446308494,63286.55869003292,7579324.8599999985,0.3244611023748498,3.904465732549336,0.2300000000000004,8.287500000000001,23.271446157374665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,2.0,
2444,600833.SH,20120224,8.3,8.43,8.2,8.41,8.31,0.1,1.2,84822.32,70769.403,17.16563243952479,21.55613790326593,40.0,2.0,109.80808080808032,24.85352942264709,19.71226009333306,65.77013769461983,18.50527111772924,0.8231134102292839,0.71,5.472436991666093,9.220779220779216,62.42676471132354,61.33189310180615,-5.263157894736883,6951999.058482407,84453.94810064416,7664147.179999999,0.3177138807766462,3.7778107107805736,0.2300000000000004,8.3625,23.58695931803702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
2443,600833.SH,20120227,8.5,9.25,8.39,9.18,8.41,0.77,9.16,232920.76,209600.895,19.073911908879214,22.008196332741385,38.0,0.0,239.3638170974152,45.73136812707623,43.88154501048679,75.80594658068787,15.31616515056066,0.7643195952129065,1.7699999999999996,5.862034690125008,23.886639676113354,72.86568406353811,72.25900347736165,-3.6458333333333486,7147002.485459151,147482.24797934666,7897067.939999999,0.3564486035783143,3.882882391920635,0.8599999999999994,9.0,23.99901899983159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,
2442,600833.SH,20120228,9.01,9.42,8.99,9.16,9.18,-0.02,-0.22,261379.14,240720.259,21.098327972774847,22.16162317605723,36.0,2.0,235.25237864860483,44.6075606833596,47.41573680341802,80.00172716584724,14.015578714368152,0.7097253384119846,1.5099999999999998,6.0571101292753164,19.738562091503265,72.3037803416798,68.61442679046681,-13.978494623655902,7092295.223598686,142452.2193396371,7635688.799999999,0.3617022747512918,3.948714789861265,0.4299999999999997,9.1825,24.856383991797223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
2441,600833.SH,20120229,9.1,9.16,8.79,8.82,9.16,-0.34,-3.71,137228.69,122553.321,22.2000587711287,21.94384877248469,34.0,0.0,131.61644597365583,26.717599284318062,36.52255914972877,70.47862235921652,16.93629193079404,0.8590306713825582,0.9900000000000002,6.21783946108294,12.643678160919537,63.35879964215904,65.64179413590892,-32.96703296703294,6977319.834679768,90861.20030013286,7498460.1099999985,0.3622949694119139,4.107652714420793,0.370000000000001,8.8975,26.3085226626052,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
2440,600833.SH,20120301,8.71,8.88,8.64,8.85,8.82,0.03,0.34,63621.41,55865.338,22.67386133551118,21.497833960942607,32.0,0.0,84.07630912984227,27.569069553817844,28.83329467248342,65.82244876726102,19.145515231186103,0.947671337712374,1.09,6.236626606818425,14.046391752577314,63.78453477690892,66.81749138876405,-31.318681318681328,7025035.892179767,76678.05623396114,7562081.519999999,0.35355961445392,3.99502389213469,0.2400000000000002,8.805,28.246930110856653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,-100,0,0,0,0,0,0,94.0,
2439,600833.SH,20120302,8.87,8.94,8.8,8.91,8.85,0.06,0.68,85151.1,75429.579,23.234230942041187,21.14388239145524,30.0,94.0,82.1765209940017,29.337442376546772,30.519035826931265,70.63164843143805,18.579591136995383,0.8799805278757759,1.0499999999999998,5.990430622009767,13.358778625954203,64.6687211882734,65.79949292426426,-29.82456140350876,7073693.663608339,79387.14673107583,7647232.619999998,0.3383053562786399,3.796917578884848,0.1399999999999988,8.89,30.60768509387624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,92.0,
2438,600833.SH,20120305,8.95,8.95,8.77,8.79,8.91,-0.12,-1.35,66420.19,58725.951,23.63716274182204,21.324495870770846,28.0,92.0,61.42839597150557,22.875971216918344,28.87527613897314,66.14289434281997,18.50437735613484,0.8471247758846502,0.8599999999999994,5.893439766860109,10.844892812105922,61.43798560845918,62.36332655972997,-40.38461538461544,7022033.515830561,56841.077938686125,7580812.429999998,0.3269978308301656,3.7201118410712817,0.1799999999999997,8.825,33.15294254857891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,1,1,90.0,
2437,600833.SH,20120306,8.75,8.77,8.5,8.54,8.79,-0.25,-2.84,78220.98,66970.801,23.009896228406017,20.9914996521005,26.0,90.0,14.636323070057822,10.491448998914525,14.855431553997722,59.64527452194636,23.268496473313007,1.0566158633214604,0.2799999999999993,5.718514319903205,3.3898305084745672,55.24572449945726,56.29562383602018,-56.41025641025647,6966989.122497227,24936.19028676767,7502591.449999997,0.3243551286280109,3.798069421873664,0.2899999999999991,8.587499999999999,35.629106336093336,0,0,0,0,-100,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,88.0,
2436,600833.SH,20120307,8.43,8.76,8.38,8.56,8.54,0.02,0.23,69482.94,59962.787,22.02140719287712,20.2802260263644,24.0,88.0,2.880658436214338,11.261991575710654,9.171049731001466,59.415548809333686,23.955517290007343,1.101143301655641,0.3900000000000005,5.632502308402796,4.773561811505522,55.63099578785532,46.35989269190602,-55.12820512820511,6963332.125655122,8453.674498788081,7572074.389999998,0.3283297622974386,3.8356280642224143,0.379999999999999,8.565000000000001,37.90480910801891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,1,1,86.0,
2435,600833.SH,20120308,8.61,8.8,8.58,8.64,8.56,0.08,0.93,50125.54,43466.804,21.21677585927293,19.69064552317674,22.0,86.0,17.76055910057739,14.435012106648829,10.756568522418508,62.840874340380914,22.680238173006384,1.022490208680238,0.5400000000000009,5.552963135791157,6.666666666666687,57.21750605332442,45.57575313695445,-49.99999999999997,6940547.789291486,-6307.250302795321,7622199.929999998,0.3220204935619074,3.727089045855409,0.2400000000000002,8.665000000000001,38.50333164626184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,1,1,84.0,
2434,600833.SH,20120309,8.7,9.06,8.63,8.98,8.64,0.34,3.94,116363.89,103364.016,21.16372441516059,19.211227176803646,20.0,84.0,58.13088745661906,26.468945712853408,20.47405564170017,68.0585209553236,20.567599617322813,0.9494551937745066,0.9600000000000009,5.572289156626729,11.97007481296759,63.23447285642671,56.1258824478075,-28.20512820512818,7013613.487663579,11475.752697022632,7738563.819999997,0.3297333154503425,3.671863201006041,0.4299999999999997,8.912500000000001,38.03927251698792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,82.0,
2433,600833.SH,20120312,9.03,9.12,8.88,9.1,8.98,0.12,1.34,104741.04,94596.715,21.264128980605182,19.088635850391384,18.0,82.0,85.1581508515813,30.200182554963057,22.56938833138489,72.48485700297232,19.47709087737222,0.8816369656477562,1.0199999999999996,5.655542769467023,12.623762376237613,65.10009127748152,56.555140834766725,-23.35766423357668,7100897.687663579,45479.612769946456,7843304.859999998,0.323323792918175,3.55300871338654,0.2399999999999984,9.05,36.972373979335686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,80.0,
2432,600833.SH,20120313,9.13,9.13,8.88,8.99,9.1,-0.11,-1.21,71405.38,64052.441,21.38339413475845,19.176566069687457,16.0,80.0,70.29643073200262,23.98917691598765,22.93384113875099,67.82301122575964,18.383660862603925,0.8186628966729165,0.7599999999999998,5.60690643970614,9.234507897934384,61.99458845799383,54.0475830618028,-33.85826771653542,7092329.042063579,52529.38531160168,7771899.479999998,0.3180863791383054,3.538224462050116,0.25,8.9975,35.66842074367062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,78.0,
2431,600833.SH,20120314,9.02,9.17,8.27,8.29,8.99,-0.7,-7.79,120094.12,105119.248,20.29173853314952,18.72868548633716,14.0,78.0,-83.71568258743955,-6.558605032046211,6.100215712233374,61.16074547461785,27.21258239089504,1.370186975481995,-0.0200000000000013,4.304530124874856,-0.2406738868832914,46.7206974839769,42.736375496848005,-92.62295081967216,6977572.438508024,14124.51973718498,7651805.359999998,0.3596516377712836,4.338379225226582,0.9000000000000004,8.504999999999999,34.24619260595469,0,0,0,0,-100,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,76.0,
2430,600833.SH,20120315,8.28,8.51,7.91,8.34,8.29,0.05,0.6,84544.79,69702.624,20.153430810527063,19.61367135970314,12.0,76.0,-192.32527366774931,-4.576679194556861,18.3554304164352,56.02563194403395,30.941623737196128,1.6323164772332803,-0.0700000000000002,3.170384504717527,-0.832342449464929,47.71166040272157,48.21252378963384,-71.52317880794703,7014208.5141746905,8786.324283664115,7736350.149999998,0.3768193779304776,4.518217960797094,0.5999999999999996,8.275,32.6668831988084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,74.0,
2429,600833.SH,20120316,8.32,8.54,8.26,8.54,8.34,0.2,2.4,71985.92,60639.327,19.927129259080573,20.51272861592771,10.0,74.0,-101.35608048993944,3.1805423201110385,16.985209090276168,50.70788076868779,29.268668151109036,1.515722443145189,-0.6400000000000006,2.56392838812928,-6.971677559912859,51.59027116005552,50.17178461751634,-58.2781456953643,7086194.43417469,28708.371208709665,7808336.069999997,0.3699037080783006,4.331425153141694,0.2799999999999993,8.469999999999999,30.967098241934345,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,72.0,
2428,600833.SH,20120319,8.5,8.97,8.42,8.82,8.54,0.28,3.28,83591.89,72802.71,18.55740514008073,20.378731955604717,8.0,72.0,2.6515151515154685,12.919348751566506,0.7509915930827288,42.87437704344043,26.26465175264566,1.407456554349104,-0.3399999999999998,2.04464875908919,-3.711790393013104,56.45967437578325,53.94528799330576,-27.777777777777757,7124190.747811054,46338.183725188486,7891927.959999997,0.3827677289298506,4.339770169272683,0.5500000000000007,8.7575,29.25659026756077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,70.0,
2427,600833.SH,20120320,8.74,8.82,8.38,8.39,8.82,-0.43,-4.88,63314.34,54111.609,17.285900445204295,19.979880890357737,6.0,70.0,-63.49206349206328,-3.1861979592380454,0.7563394118106528,45.858203892333975,24.86943867820301,1.346923943324167,-0.4299999999999997,1.2949058045953254,-4.87528344671202,48.40690102038097,47.17513620069758,-61.90476190476186,7063754.332356509,30108.04904410243,7828613.619999997,0.3868557482920041,4.610914759141884,0.4399999999999995,8.495000000000001,27.82769288405765,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0,
2426,600833.SH,20120321,8.42,8.52,8.29,8.46,8.39,0.07,0.83,37285.45,31354.224,16.3532085904582,19.79371976624969,4.0,68.0,-88.48267622461154,-0.6690013662780957,4.228214478758945,47.03056537627588,25.49312213767252,1.3407150902295857,-0.3899999999999988,0.7333811787927007,-4.406779661016936,49.66549931686095,46.3692604791235,-56.34920634920629,7081586.50409564,26405.225951190107,7865899.069999997,0.3756517662711466,4.440328206514735,0.2300000000000004,8.432500000000001,26.849309076048748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,66.0,
